layer,concept,feature_id,full_score,full_rank,resample_support,median_resample_rank,mean_resample_rank,resamples,top_features_per_resample
4,negative_sentiment,6604,0.9480184187787198,2,0.9921875,3.0,3.4803149606299213,128,20
4,negative_sentiment,20944,0.16553771640106296,83,0.0234375,15.0,14.0,128,20
4,negative_sentiment,14291,0.2523683683937257,51,0.0078125,12.0,12.0,128,20
4,negative_sentiment,25047,0.3991295924105744,20,0.3515625,16.0,16.022222222222222,128,20
4,negative_sentiment,24539,0.1833142790419177,76,0.015625,16.0,16.0,128,20
4,negative_sentiment,24028,0.23735993376542852,56,0.03125,15.0,14.75,128,20
4,negative_sentiment,13280,0.17031922708213654,81,0.0546875,11.0,11.0,128,20
4,negative_sentiment,3557,0.3671324909338714,25,0.3046875,12.0,12.820512820512821,128,20
4,negative_sentiment,20453,0.3182073378180844,33,0.3046875,14.0,13.692307692307692,128,20
4,negative_sentiment,25062,0.14222819181863752,96,0.0078125,14.0,14.0,128,20
4,negative_sentiment,25578,0.1198620902307084,110,0.015625,18.5,18.5,128,20
4,negative_sentiment,9199,0.3865691984604829,22,0.3515625,13.0,13.2,128,20
4,negative_sentiment,10224,0.14166792721091612,98,0.0078125,15.0,15.0,128,20
4,negative_sentiment,16883,0.1400256590209164,101,0.0078125,20.0,20.0,128,20
4,negative_sentiment,31222,0.11700861136321962,114,0.0078125,20.0,20.0,128,20
4,negative_sentiment,31734,0.2905079222803657,37,0.0,nan,nan,128,20
4,positive_sentiment,28169,0.33154145970161825,40,0.09375,19.0,17.25,128,20
4,positive_sentiment,12810,0.23076125788666418,62,0.0078125,19.0,19.0,128,20
4,positive_sentiment,23065,0.1759685276073761,78,0.0078125,14.0,14.0,128,20
4,positive_sentiment,23583,0.3237962091270295,42,0.171875,16.0,15.0,128,20
4,positive_sentiment,10274,0.4019682059393426,23,0.265625,16.0,15.941176470588236,128,20
4,positive_sentiment,23077,0.3462176056304356,35,0.1328125,15.0,14.764705882352942,128,20
4,positive_sentiment,3623,0.18544169947510192,74,0.0078125,16.0,16.0,128,20
4,positive_sentiment,5677,0.5368708361198712,12,0.8515625,14.0,13.889908256880734,128,20
4,positive_sentiment,17455,0.5991622308581793,10,0.8046875,10.0,10.54368932038835,128,20
4,positive_sentiment,3653,0.42118405415605076,21,0.3359375,17.0,16.558139534883722,128,20
4,positive_sentiment,4681,0.18897030226315178,72,0.0390625,13.0,13.6,128,20
4,positive_sentiment,15444,0.2889077033639989,49,0.078125,12.5,13.2,128,20
4,positive_sentiment,22632,0.23187151089470767,60,0.015625,16.0,16.0,128,20
4,positive_sentiment,27753,0.3545668512966493,32,0.1953125,12.0,12.28,128,20
4,positive_sentiment,25201,0.47484555935648903,16,0.5078125,15.0,14.338461538461539,128,20
4,positive_sentiment,30847,0.38781690736791896,25,0.25,16.5,15.40625,128,20
4,positive_sentiment,24205,0.23176135856195562,61,0.015625,19.5,19.5,128,20
4,positive_sentiment,5779,0.25342635962853555,56,0.0078125,19.0,19.0,128,20
4,positive_sentiment,1685,0.38743657518682734,26,0.21875,17.0,16.5,128,20
4,positive_sentiment,13463,0.43727651102084614,19,0.3671875,16.0,15.340425531914894,128,20
4,positive_sentiment,19620,0.4225209845914406,20,0.3984375,13.0,12.764705882352942,128,20
4,positive_sentiment,30373,0.2920441327492896,48,0.0390625,17.0,17.6,128,20
4,positive_sentiment,3259,0.5785946385943165,11,0.78125,9.5,10.2,128,20
4,positive_sentiment,6333,0.075058992518879,172,0.015625,15.0,15.0,128,20
4,positive_sentiment,7870,0.07071676627464751,178,0.015625,19.0,19.0,128,20
4,positive_sentiment,26818,0.3797971109136466,28,0.234375,12.0,12.5,128,20
4,positive_sentiment,21188,0.1743837223900328,80,0.03125,14.0,14.0,128,20
4,positive_sentiment,25296,0.27474977347375573,51,0.0234375,20.0,19.0,128,20
4,positive_sentiment,15575,0.2994327099304253,44,0.03125,18.0,17.75,128,20
4,positive_sentiment,27868,0.13266817225886823,96,0.0078125,17.0,17.0,128,20
4,positive_sentiment,1759,0.09077676925625974,130,0.0078125,17.0,17.0,128,20
4,positive_sentiment,12513,0.21036923798524576,68,0.015625,17.5,17.5,128,20
4,positive_sentiment,27364,0.20074965618394727,70,0.0078125,20.0,20.0,128,20
4,positive_sentiment,14568,0.48525922151455625,14,0.5703125,12.0,11.32876712328767,128,20
4,positive_sentiment,23273,0.3440512259728208,36,0.15625,17.5,16.55,128,20
4,positive_sentiment,26864,0.11798050389225498,105,0.015625,20.0,20.0,128,20
4,positive_sentiment,31986,0.22022472452983521,65,0.03125,14.5,14.5,128,20
4,positive_sentiment,3851,0.8615286684026666,2,0.9921875,3.0,4.2362204724409445,128,20
4,positive_sentiment,4364,0.2564965265290532,54,0.1328125,12.0,12.411764705882353,128,20
4,positive_sentiment,24847,0.2740211425599069,52,0.0078125,19.0,19.0,128,20
4,positive_sentiment,24335,0.2832131728377249,50,0.0,nan,nan,128,20
4,positive_sentiment,23851,0.4567752624187817,18,0.4375,13.0,12.357142857142858,128,20
4,positive_sentiment,11565,0.3376889171235535,37,0.0703125,16.0,16.11111111111111,128,20
4,positive_sentiment,12088,0.7012781113435511,5,0.9140625,6.0,7.589743589743589,128,20
4,positive_sentiment,7484,0.13269622137437959,95,0.0078125,20.0,20.0,128,20
4,positive_sentiment,12606,0.07881758340783956,159,0.0078125,18.0,18.0,128,20
4,positive_sentiment,27988,0.6451339273639927,7,0.96875,9.5,9.758064516129032,128,20
4,positive_sentiment,24935,1.2099325938929628,1,1.0,1.0,1.140625,128,20
4,positive_sentiment,361,0.38856034981416016,24,0.296875,14.5,13.81578947368421,128,20
4,positive_sentiment,4980,0.21657074064009707,67,0.015625,17.0,17.0,128,20
4,positive_sentiment,10615,0.4879483845254883,13,0.5625,12.5,12.027777777777779,128,20
4,positive_sentiment,12677,0.32492670887764685,41,0.109375,15.5,15.5,128,20
4,positive_sentiment,29075,0.6993461856611891,6,0.9765625,6.0,7.192,128,20
4,positive_sentiment,28052,0.6098005653488787,9,0.8125,9.0,9.951923076923077,128,20
4,positive_sentiment,12179,0.3741367601348737,29,0.2265625,14.0,14.482758620689655,128,20
4,positive_sentiment,1435,0.3686699760767012,31,0.2734375,14.0,13.8,128,20
4,positive_sentiment,29601,0.29596662279703,45,0.0234375,18.0,17.666666666666668,128,20
4,positive_sentiment,434,0.47632439373076363,15,0.4921875,13.0,13.126984126984127,128,20
4,positive_sentiment,6581,0.6309195869789832,8,0.984375,9.0,9.84920634920635,128,20
4,positive_sentiment,12219,0.29243296339276914,47,0.0078125,14.0,14.0,128,20
4,positive_sentiment,18366,0.38592314994689414,27,0.1796875,17.0,15.869565217391305,128,20
4,positive_sentiment,11718,0.4705744091320813,17,0.421875,12.5,12.11111111111111,128,20
4,positive_sentiment,6598,0.08618721488016,141,0.0078125,18.0,18.0,128,20
4,positive_sentiment,18376,0.33356554640722,39,0.0859375,16.0,16.636363636363637,128,20
4,positive_sentiment,20944,0.24511969958292465,57,0.1171875,14.0,13.933333333333334,128,20
4,positive_sentiment,21968,0.2543855552883073,55,0.0546875,18.0,17.428571428571427,128,20
4,positive_sentiment,14291,0.7906524816496405,4,0.9921875,4.0,4.937007874015748,128,20
4,positive_sentiment,25047,0.2938464448354824,46,0.0078125,17.0,17.0,128,20
4,positive_sentiment,26586,0.35185687510507424,33,0.21875,16.5,14.821428571428571,128,20
4,positive_sentiment,24028,0.2335284116223455,59,0.03125,19.5,17.25,128,20
4,positive_sentiment,13280,0.12870420490681098,97,0.015625,10.5,10.5,128,20
4,positive_sentiment,20453,0.8543406219095075,3,0.984375,3.0,4.722222222222222,128,20
4,positive_sentiment,3557,0.40299258210188277,22,0.3125,14.5,13.65,128,20
4,positive_sentiment,9199,0.3730452851846075,30,0.265625,14.0,13.617647058823529,128,20
4,positive_sentiment,16883,0.335570436187219,38,0.078125,18.5,17.9,128,20
4,positive_sentiment,31734,0.3466088927933389,34,0.0,nan,nan,128,20
4,positive_sentiment,10746,0.31314063971814243,43,0.1484375,14.0,14.157894736842104,128,20
4,uncertainty,14341,0.3043621386714041,47,0.046875,17.0,17.0,128,20
4,uncertainty,12,0.3113982988617772,43,0.1953125,15.0,15.0,128,20
4,uncertainty,24605,0.23245870395314727,70,0.0234375,18.0,18.0,128,20
4,uncertainty,23583,0.2727145798611385,56,0.046875,17.5,17.166666666666668,128,20
4,uncertainty,25122,0.21215875159457814,87,0.015625,14.0,14.0,128,20
4,uncertainty,21028,0.1488826388330382,144,0.015625,17.0,17.0,128,20
4,uncertainty,1061,0.514906841359543,16,0.6171875,8.0,9.556962025316455,128,20
4,uncertainty,25126,0.3357152383263782,37,0.2109375,13.0,13.851851851851851,128,20
4,uncertainty,16423,0.49606128551594747,17,0.453125,15.0,14.310344827586206,128,20
4,uncertainty,21545,0.2071708861992635,92,0.0078125,18.0,18.0,128,20
4,uncertainty,31276,0.3438902619074288,34,0.171875,15.5,14.954545454545455,128,20
4,uncertainty,23604,0.21777003923597488,81,0.0234375,14.0,13.666666666666666,128,20
4,uncertainty,8250,0.5305042927674796,14,0.609375,12.0,12.307692307692308,128,20
4,uncertainty,23614,0.20244001050121904,96,0.03125,18.0,16.5,128,20
4,uncertainty,17474,0.762571472968722,5,0.984375,5.0,6.214285714285714,128,20
4,uncertainty,12871,0.2509882325326337,61,0.0234375,17.0,16.666666666666668,128,20
4,uncertainty,25684,0.8071025479185556,2,1.0,4.0,5.0078125,128,20
4,uncertainty,32341,0.2170379628447802,82,0.0078125,18.0,18.0,128,20
4,uncertainty,3673,0.15267464100763653,138,0.0078125,17.0,17.0,128,20
4,uncertainty,26716,0.13660265765333252,162,0.0078125,20.0,20.0,128,20
4,uncertainty,21601,0.3231330812431353,38,0.140625,16.0,15.722222222222221,128,20
4,uncertainty,14434,0.04306396514382192,405,0.0078125,18.0,18.0,128,20
4,uncertainty,27756,0.4485138985875404,19,0.3203125,16.0,15.682926829268293,128,20
4,uncertainty,28780,0.22766067022347156,74,0.0234375,15.0,16.0,128,20
4,uncertainty,23669,0.31471496559693674,40,0.15625,15.0,14.4,128,20
4,uncertainty,18554,0.2744967208669915,54,0.03125,15.5,15.0,128,20
4,uncertainty,30847,0.6224620616476068,10,0.8359375,10.0,10.439252336448599,128,20
4,uncertainty,8344,0.2682073550961764,58,0.015625,15.5,15.5,128,20
4,uncertainty,4760,0.5310110317074461,13,0.5546875,12.0,11.647887323943662,128,20
4,uncertainty,20634,0.237870685367281,65,0.0078125,19.0,19.0,128,20
4,uncertainty,14495,0.23351531797446556,68,0.0078125,14.0,14.0,128,20
4,uncertainty,17064,0.43087424712383443,21,0.25,13.0,13.40625,128,20
4,uncertainty,5289,0.31449699721002294,41,0.1875,13.0,12.916666666666666,128,20
4,uncertainty,23214,0.2880763939941247,50,0.015625,14.5,14.5,128,20
4,uncertainty,6320,0.6551641448626506,8,0.796875,9.0,9.352941176470589,128,20
4,uncertainty,2224,0.20937546502110946,91,0.0078125,20.0,20.0,128,20
4,uncertainty,18102,0.29769124030246047,48,0.0546875,15.0,14.285714285714286,128,20
4,uncertainty,26818,0.5792382993524929,11,0.71875,13.0,12.695652173913043,128,20
4,uncertainty,12994,0.20590197846712072,93,0.015625,16.0,16.0,128,20
4,uncertainty,19149,0.20106036115746023,97,0.0078125,16.0,16.0,128,20
4,uncertainty,31444,0.5499199173415819,12,0.6328125,14.0,12.604938271604938,128,20
4,uncertainty,26330,0.12013527812475394,183,0.0078125,17.0,17.0,128,20
4,uncertainty,22240,0.21545327613561485,83,0.0390625,16.0,16.0,128,20
4,uncertainty,27364,0.7660294102779439,4,0.9296875,4.0,6.092436974789916,128,20
4,uncertainty,6888,0.14407167701692697,147,0.015625,14.5,14.5,128,20
4,uncertainty,30960,0.2865650075006968,52,0.078125,14.5,13.7,128,20
4,uncertainty,31986,0.42495718176864344,23,0.2578125,13.0,13.0,128,20
4,uncertainty,3833,0.31327393223268446,42,0.0,nan,nan,128,20
4,uncertainty,1787,0.3784795428215873,29,0.2734375,16.0,14.428571428571429,128,20
4,uncertainty,19719,0.36277416443666066,33,0.125,15.0,14.8125,128,20
4,uncertainty,6921,0.17401137235475192,115,0.0078125,19.0,19.0,128,20
4,uncertainty,20754,0.12324234368768343,177,0.0078125,4.0,4.0,128,20
4,uncertainty,32022,0.26253486560586914,60,0.0703125,16.0,16.444444444444443,128,20
4,uncertainty,12060,0.4450730155037617,20,0.4140625,12.0,11.641509433962264,128,20
4,uncertainty,20253,0.1842643727772799,107,0.0078125,15.0,15.0,128,20
4,uncertainty,22302,0.3909789635921285,28,0.1953125,16.0,15.36,128,20
4,uncertainty,32034,0.40188216408536204,26,0.1875,17.5,16.125,128,20
4,uncertainty,3879,0.19938859226817546,98,0.03125,14.0,14.25,128,20
4,uncertainty,3372,0.478500854929,18,0.484375,14.0,13.435483870967742,128,20
4,uncertainty,27449,0.40854826762321717,24,0.265625,12.0,12.264705882352942,128,20
4,uncertainty,11579,0.40433636387680977,25,0.2109375,15.0,14.222222222222221,128,20
4,uncertainty,23356,0.6676255905629159,7,0.9140625,9.0,9.307692307692308,128,20
4,uncertainty,17215,0.42915878343977737,22,0.328125,15.0,15.095238095238095,128,20
4,uncertainty,3396,0.33642154975630045,35,0.1015625,15.0,14.461538461538462,128,20
4,uncertainty,6993,0.7125441074451762,6,0.859375,6.5,7.409090909090909,128,20
4,uncertainty,17233,0.3771346001524254,30,0.1484375,17.0,15.421052631578947,128,20
4,uncertainty,8539,0.3103222405352195,44,0.109375,18.0,15.428571428571429,128,20
4,uncertainty,31091,0.21445608790029408,84,0.015625,15.5,15.5,128,20
4,uncertainty,22901,0.15172490405055267,139,0.015625,12.5,12.5,128,20
4,uncertainty,32642,0.17966119914533896,112,0.015625,12.5,12.5,128,20
4,uncertainty,12677,0.4017841015657604,27,0.1484375,16.0,14.894736842105264,128,20
4,uncertainty,17287,0.33588055891402274,36,0.203125,14.0,12.923076923076923,128,20
4,uncertainty,30089,0.3216841867595844,39,0.171875,15.0,14.772727272727273,128,20
4,uncertainty,19850,0.1964420225294632,100,0.03125,16.5,16.75,128,20
4,uncertainty,17805,0.6450704398059808,9,0.8671875,9.0,10.45045045045045,128,20
4,uncertainty,12178,0.5172745028784783,15,0.578125,13.5,12.837837837837839,128,20
4,uncertainty,29075,0.229591013533393,73,0.0625,14.5,13.5,128,20
4,uncertainty,13726,0.22633520652840397,75,0.0078125,16.0,16.0,128,20
4,uncertainty,16798,0.11261290794322812,199,0.0078125,20.0,20.0,128,20
4,uncertainty,10147,0.2726640831524876,57,0.046875,17.0,16.333333333333332,128,20
4,uncertainty,942,0.04637196817485458,382,0.0078125,17.0,17.0,128,20
4,uncertainty,434,0.27429737239548335,55,0.078125,18.0,17.0,128,20
4,uncertainty,12214,0.36507231823555997,32,0.09375,16.5,16.083333333333332,128,20
4,uncertainty,16314,0.79283098934768,3,1.0,4.0,5.0078125,128,20
4,uncertainty,12219,0.30833629291728504,46,0.0234375,14.0,14.666666666666666,128,20
4,uncertainty,20936,0.37149497390647923,31,0.0078125,19.0,19.0,128,20
4,uncertainty,21970,0.23281000729319556,69,0.03125,16.0,16.0,128,20
4,uncertainty,468,0.07934818615533626,273,0.0078125,20.0,20.0,128,20
4,uncertainty,31193,0.12006870484446788,184,0.0078125,18.0,18.0,128,20
4,uncertainty,5087,0.2941165840015609,49,0.140625,17.0,15.722222222222221,128,20
4,uncertainty,16868,0.16813152743168697,123,0.015625,19.5,19.5,128,20
4,uncertainty,25578,1.612233770185591,1,1.0,1.0,1.0,128,20
4,uncertainty,16878,0.21975932414465507,77,0.0234375,20.0,19.0,128,20
4,uncertainty,31734,0.30896542841674934,45,0.0,nan,nan,128,20
4,uncertainty,26617,0.21069413426417138,90,0.015625,14.0,14.0,128,20
4,uncertainty,21503,0.16345148611528534,126,0.015625,15.5,15.5,128,20
14,code,8198,0.9996546740322804,15,0.4765625,13.0,12.721311475409836,128,20
14,code,15882,0.5657708273745746,65,0.015625,10.5,10.5,128,20
14,code,24589,1.4279283302647074,2,0.953125,4.0,5.286885245901639,128,20
14,code,20503,0.8966727471113007,25,0.296875,15.0,13.973684210526315,128,20
14,code,13847,0.8653298295669651,30,0.1015625,18.0,17.307692307692307,128,20
14,code,3098,0.7121638551760036,42,0.109375,17.5,15.642857142857142,128,20
14,code,13858,1.3371613291079925,5,0.859375,6.0,7.390909090909091,128,20
14,code,28200,1.2320751396059544,9,0.8671875,9.0,9.477477477477477,128,20
14,code,28207,0.6686298333954663,47,0.046875,18.5,17.5,128,20
14,code,24630,1.1360029464566885,13,0.7578125,10.0,10.711340206185566,128,20
14,code,22078,0.8943672560006097,26,0.296875,15.5,15.263157894736842,128,20
14,code,17473,1.3836969040087097,4,0.890625,6.0,6.535087719298246,128,20
14,code,14915,0.6853736895144926,46,0.0,nan,nan,128,20
14,code,1604,0.8103782316483716,36,0.171875,17.5,15.5,128,20
14,code,14406,0.9867880910117993,16,0.4921875,11.0,11.80952380952381,128,20
14,code,3659,0.47023390945216426,85,0.0078125,11.0,11.0,128,20
14,code,5712,0.7119365426453165,43,0.0703125,14.0,13.555555555555555,128,20
14,code,25685,0.6677176887203365,48,0.03125,17.5,15.75,128,20
14,code,31317,0.8260328687482321,35,0.234375,15.5,14.566666666666666,128,20
14,code,15959,0.6427112315018028,53,0.0078125,19.0,19.0,128,20
14,code,31320,0.8914712491141361,28,0.359375,14.0,13.130434782608695,128,20
14,code,26714,0.8833563371030463,29,0.09375,17.0,16.583333333333332,128,20
14,code,17515,0.4937458445296029,78,0.0078125,15.0,15.0,128,20
14,code,13420,0.8919397435163466,27,0.2890625,14.0,13.35135135135135,128,20
14,code,25714,0.7363376514586544,38,0.0546875,17.0,17.0,128,20
14,code,3705,0.5878494020411099,59,0.1171875,14.0,13.6,128,20
14,code,1658,0.31837541822631354,147,0.0078125,19.0,19.0,128,20
14,code,4219,0.5472447665427811,69,0.0234375,19.0,19.0,128,20
14,code,16014,0.33291416720369266,137,0.0078125,15.0,15.0,128,20
14,code,24219,0.31330032092857507,148,0.015625,18.0,18.0,128,20
14,code,17065,0.6086149292536945,58,0.0546875,17.0,15.142857142857142,128,20
14,code,7337,0.40973889307679945,104,0.015625,15.0,15.0,128,20
14,code,14521,0.9292770487570251,20,0.3671875,15.0,13.872340425531915,128,20
14,code,28345,0.5625272630941855,66,0.1171875,12.0,10.266666666666667,128,20
14,code,32444,0.9104044362648158,23,0.0625,18.5,17.625,128,20
14,code,23229,0.6585689473916903,51,0.0234375,17.0,16.666666666666668,128,20
14,code,31420,0.47928061058570837,79,0.0078125,18.0,18.0,128,20
14,code,29887,0.6923735186635314,44,0.046875,17.5,17.333333333333332,128,20
14,code,18116,0.8482861303494676,32,0.1875,14.0,14.041666666666666,128,20
14,code,29382,0.9274116356445644,21,0.4140625,14.0,13.528301886792454,128,20
14,code,28369,0.977118666949991,17,0.4765625,11.0,11.295081967213115,128,20
14,code,17112,1.2299872347740104,10,0.8984375,9.0,9.504347826086956,128,20
14,code,18655,0.6554764698655944,52,0.03125,20.0,18.5,128,20
14,code,20715,0.19057945187017972,236,0.015625,18.0,18.0,128,20
14,code,17137,1.5185825352954738,1,1.0,3.0,3.8046875,128,20
14,code,8448,0.8630321844669763,31,0.2734375,14.0,13.314285714285715,128,20
14,code,18176,0.729132715538333,41,0.1171875,17.0,14.866666666666667,128,20
14,code,22276,0.7292100997695709,40,0.109375,12.5,13.857142857142858,128,20
14,code,9484,0.4739087590804418,82,0.0078125,19.0,19.0,128,20
14,code,7976,0.5205954202455428,74,0.015625,18.5,18.5,128,20
14,code,29496,0.47920386890892747,80,0.0078125,19.0,19.0,128,20
14,code,1351,0.5730530156264609,62,0.0078125,18.0,18.0,128,20
14,code,10577,0.6663846294302246,49,0.0703125,16.0,15.777777777777779,128,20
14,code,24921,0.3501457730876981,132,0.0078125,17.0,17.0,128,20
14,code,19296,0.6096975194698743,57,0.015625,16.0,16.0,128,20
14,code,14688,0.5695073526514691,64,0.0078125,15.0,15.0,128,20
14,code,2920,0.6855210350244605,45,0.09375,15.0,13.583333333333334,128,20
14,code,16240,0.9144235900172425,22,0.234375,14.5,14.1,128,20
14,code,29049,0.44244784426883565,93,0.0078125,17.0,17.0,128,20
14,code,4480,0.8419096635306375,33,0.1875,16.0,16.0,128,20
14,code,390,0.5349165184589904,70,0.0234375,19.0,18.0,128,20
14,code,23944,0.7433645710771152,37,0.0703125,18.0,17.0,128,20
14,code,13200,0.9047040255977379,24,0.296875,15.5,15.105263157894736,128,20
14,code,10648,0.8271839933028292,34,0.1796875,16.0,16.565217391304348,128,20
14,code,15771,0.6655433157381431,50,0.1171875,14.0,12.4,128,20
14,code,21918,1.234519768438065,8,0.7578125,8.0,8.948453608247423,128,20
14,code,22432,0.6170177678035235,56,0.0078125,14.0,14.0,128,20
14,code,9126,0.581475551959996,60,0.0234375,19.0,18.0,128,20
14,code,30122,0.47478484128397597,81,0.0234375,18.0,17.333333333333332,128,20
14,code,14255,0.5578313951533139,68,0.0546875,19.0,16.714285714285715,128,20
14,code,9652,1.2025510238311157,11,0.8828125,10.0,10.619469026548673,128,20
14,code,31163,0.6248820074737943,54,0.0078125,14.0,14.0,128,20
14,code,16319,1.0369800668001095,14,0.5234375,14.0,13.328358208955224,128,20
14,code,6100,1.4070518502600695,3,0.953125,6.0,6.491803278688525,128,20
14,code,9689,1.2763091478184785,7,0.859375,7.0,7.609090909090909,128,20
14,code,5082,0.9326517484821056,19,0.234375,18.0,17.233333333333334,128,20
14,code,18395,0.1339411673242316,329,0.0078125,18.0,18.0,128,20
14,code,27106,0.4710174789342489,84,0.0078125,13.0,13.0,128,20
14,code,7139,0.5732227097020643,61,0.0390625,16.0,15.6,128,20
14,code,13285,1.3102089387843356,6,0.96875,7.0,7.790322580645161,128,20
14,code,31205,0.21777619558123656,206,0.0234375,10.0,10.333333333333334,128,20
14,code,5616,0.9758110934652222,18,0.4296875,14.0,12.254545454545454,128,20
14,code,2545,0.7343089606486292,39,0.0859375,19.0,18.272727272727273,128,20
14,code,30709,1.1959177489628279,12,0.8359375,9.0,9.30841121495327,128,20
14,code,507,0.4670416231884397,86,0.0078125,19.0,19.0,128,20
14,code,24574,0.5620137617003711,67,0.03125,19.0,17.75,128,20
14,factual_entities,18176,0.6644441809212431,51,0.0078125,20.0,20.0,128,20
14,factual_entities,17921,1.0444281555852688,21,0.296875,16.0,15.5,128,20
14,factual_entities,20738,1.3387894503405426,15,0.8359375,14.0,13.710280373831775,128,20
14,factual_entities,20099,0.6514303760966706,52,0.03125,18.5,17.25,128,20
14,factual_entities,7426,0.7474338137887026,44,0.015625,19.5,19.5,128,20
14,factual_entities,7944,1.9053311425264894,4,1.0,4.0,4.1796875,128,20
14,factual_entities,12297,1.429820388063036,14,0.9296875,12.0,12.764705882352942,128,20
14,factual_entities,20233,0.6260231011956972,55,0.03125,16.0,16.25,128,20
14,factual_entities,11275,0.6880804726381013,50,0.015625,18.5,18.5,128,20
14,factual_entities,24589,1.4499888252407827,13,0.96875,12.0,12.161290322580646,128,20
14,factual_entities,15885,0.9645216634132249,27,0.234375,19.0,17.866666666666667,128,20
14,factual_entities,16014,0.6955653441463899,49,0.0234375,17.0,18.0,128,20
14,factual_entities,13200,0.8608779023280334,35,0.0078125,16.0,16.0,128,20
14,factual_entities,21012,0.8500616478058366,37,0.0,nan,nan,128,20
14,factual_entities,27029,0.9800456716391307,25,0.1484375,18.0,17.36842105263158,128,20
14,factual_entities,20503,1.1922944865352525,17,0.6171875,17.0,16.341772151898734,128,20
14,factual_entities,10648,0.9148812425829232,30,0.1328125,19.0,18.294117647058822,128,20
14,factual_entities,4124,0.4747602866660817,86,0.015625,20.0,20.0,128,20
14,factual_entities,9501,1.1267476615694991,18,0.4140625,16.0,16.132075471698112,128,20
14,factual_entities,21410,0.6991598204524767,48,0.0078125,16.0,16.0,128,20
14,factual_entities,13860,0.8317562732219117,38,0.0390625,19.0,18.4,128,20
14,factual_entities,3242,0.556363194746199,67,0.0078125,18.0,18.0,128,20
14,factual_entities,11564,0.5998630827040368,60,0.0078125,20.0,20.0,128,20
14,factual_entities,11054,1.524867646580497,9,1.0,10.0,10.8671875,128,20
14,factual_entities,24754,2.1411763496032443,2,1.0,2.0,2.8515625,128,20
14,factual_entities,9652,1.0523748434308027,20,0.203125,19.0,18.73076923076923,128,20
14,factual_entities,29496,1.0047604945383122,24,0.21875,18.5,17.857142857142858,128,20
14,factual_entities,23480,0.6179508301881699,58,0.0234375,14.0,15.666666666666666,128,20
14,factual_entities,2106,0.6140495275534678,59,0.0234375,18.0,15.0,128,20
14,factual_entities,28345,0.149181110452147,297,0.015625,18.5,18.5,128,20
14,factual_entities,32444,0.971245134532557,26,0.0234375,20.0,19.666666666666668,128,20
14,factual_entities,22078,1.4713198720764271,11,0.96875,11.5,11.903225806451612,128,20
14,factual_entities,27839,2.294065590106835,1,1.0,1.0,1.4765625,128,20
14,factual_entities,13759,0.9131239437167681,31,0.234375,18.0,16.2,128,20
14,factual_entities,14915,0.7136183244670019,47,0.0,nan,nan,128,20
14,factual_entities,29382,1.4577465086876542,12,0.9453125,12.0,11.487603305785123,128,20
14,factual_entities,1606,1.0202806874328207,23,0.21875,17.0,17.285714285714285,128,20
14,factual_entities,28104,0.5671703853933648,66,0.0078125,18.0,18.0,128,20
14,factual_entities,3660,1.6872970795993345,6,0.9921875,7.0,7.921259842519685,128,20
14,factual_entities,29772,0.8040560121118098,40,0.1015625,17.0,16.46153846153846,128,20
14,factual_entities,17489,0.8008034770530116,41,0.0390625,19.0,17.4,128,20
14,factual_entities,723,0.9182232038672944,29,0.0546875,18.0,17.714285714285715,128,20
14,factual_entities,11092,0.8632328306701712,34,0.140625,17.0,16.666666666666668,128,20
14,factual_entities,31317,0.853818298047251,36,0.0234375,19.0,18.666666666666668,128,20
14,factual_entities,26714,0.7146708586964627,46,0.0,nan,nan,128,20
14,factual_entities,18395,0.5952855460126409,61,0.0703125,15.0,15.333333333333334,128,20
14,factual_entities,22236,1.511521957326858,10,0.984375,10.5,10.26984126984127,128,20
14,factual_entities,1883,1.0992746023691309,19,0.3359375,17.0,16.930232558139537,128,20
14,factual_entities,4575,0.8053089006160814,39,0.015625,18.0,18.0,128,20
14,factual_entities,23777,1.0384594285410296,22,0.1640625,19.0,18.428571428571427,128,20
14,factual_entities,29795,1.7888016177076038,5,0.9609375,5.0,6.186991869918699,128,20
14,factual_entities,13285,1.6779498743803474,7,1.0,7.0,7.34375,128,20
14,factual_entities,11109,0.5381290724544023,74,0.0078125,18.0,18.0,128,20
14,factual_entities,31205,0.5286670308177883,76,0.09375,14.0,14.333333333333334,128,20
14,factual_entities,23145,1.1974159533528648,16,0.609375,15.5,15.23076923076923,128,20
14,factual_entities,30698,1.6298331397369783,8,0.984375,8.0,8.047619047619047,128,20
14,factual_entities,15466,0.7546248653629395,42,0.015625,19.5,19.5,128,20
14,factual_entities,20970,0.44801902960873774,95,0.0078125,19.0,19.0,128,20
14,factual_entities,18541,0.5819542720533178,63,0.015625,19.5,19.5,128,20
14,factual_entities,20715,3.5924028449395926e-05,1814,0.0078125,18.0,18.0,128,20
14,factual_entities,31475,0.9216382993686044,28,0.140625,16.5,16.166666666666668,128,20
14,factual_entities,11381,0.7491596102189919,43,0.0078125,20.0,20.0,128,20
14,factual_entities,2934,0.7187740791106232,45,0.078125,17.0,16.2,128,20
14,factual_entities,12021,0.5541366117383956,68,0.0078125,20.0,20.0,128,20
14,factual_entities,29048,2.0295988585814726,3,1.0,3.0,3.6953125,128,20
14,factual_entities,3705,0.8904279188650549,32,0.2421875,15.0,15.225806451612904,128,20
14,factual_entities,28158,0.8640028518509316,33,0.1953125,17.0,16.24,128,20
