layer,concept,feature_id,full_score,full_rank,resample_support,median_resample_rank,mean_resample_rank,resamples,top_features_per_resample
4,code,8086,0.2509765212780548,72,0.015625,16.0,16.0,128,20
4,code,4004,0.23395044370641832,81,0.0078125,19.0,19.0,128,20
4,code,2995,0.36687727783228813,41,0.078125,17.0,16.5,128,20
4,code,32701,0.20286518525981628,97,0.0078125,20.0,20.0,128,20
4,code,10181,0.3323089696195658,47,0.0,nan,nan,128,20
4,code,7622,0.6396789604803687,18,0.5703125,12.0,11.904109589041095,128,20
4,code,29644,0.2854914256714577,60,0.015625,15.5,15.5,128,20
4,code,25047,0.3750924657617601,40,0.015625,20.0,20.0,128,20
4,code,10712,0.7044952923091754,8,0.7734375,9.0,9.484848484848484,128,20
4,code,9695,0.5917386001008987,21,0.515625,16.0,14.681818181818182,128,20
4,code,5088,0.5442609418251512,23,0.4140625,14.0,13.584905660377359,128,20
4,code,20448,0.2279068056400961,84,0.015625,16.5,16.5,128,20
4,code,10728,0.1676191028744543,121,0.0078125,15.0,15.0,128,20
4,code,7150,0.6013435619656059,20,0.546875,12.0,12.228571428571428,128,20
4,code,20474,0.7640758641445119,6,0.9609375,9.0,9.227642276422765,128,20
4,factual_entities,25088,0.4364116473316977,24,0.2578125,15.0,14.818181818181818,128,20
4,factual_entities,24322,0.5925911885920861,14,0.7265625,13.0,12.881720430107526,128,20
4,factual_entities,5634,0.12462221563170592,171,0.0078125,16.0,16.0,128,20
4,factual_entities,32132,2.2728321182202653,1,1.0,1.0,1.09375,128,20
4,factual_entities,22020,0.5817168815230624,17,0.7109375,14.0,13.87912087912088,128,20
4,factual_entities,15237,0.16719435197612278,89,0.0078125,17.0,17.0,128,20
4,factual_entities,25098,0.31288679923877977,37,0.109375,14.0,13.357142857142858,128,20
4,factual_entities,22410,0.2715320025138347,45,0.0390625,18.0,18.4,128,20
4,factual_entities,14476,0.4870755219851028,23,0.265625,18.0,17.205882352941178,128,20
4,factual_entities,12,0.09786972231885493,207,0.0078125,18.0,18.0,128,20
4,factual_entities,8720,0.5881013999041927,15,0.7734375,15.0,14.393939393939394,128,20
4,factual_entities,22800,0.28485053621187667,39,0.046875,12.5,12.333333333333334,128,20
4,factual_entities,15123,0.5829831893453116,16,0.6484375,13.0,11.734939759036145,128,20
4,factual_entities,27284,0.24486975314742743,52,0.0078125,20.0,20.0,128,20
4,factual_entities,5524,0.11632010306518442,180,0.0078125,17.0,17.0,128,20
4,factual_entities,15004,0.402137743493917,25,0.1875,16.0,15.166666666666666,128,20
